ID_MARCA,MARCA,ID_LINHA,LINHA,DATA_VENDA,QTD_VENDA
1,BOTICÁRIO,2,PERFUMARIA,2018-12-6,17
4,VULT,1,CABELOS,2018-1-6,12
1,BOTICÁRIO,1,CABELOS,2018-7-3,5
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-17,16
5,BELEZA NA WEB,4,SOLAR,2018-2-7,12
1,BOTICÁRIO,5,HIDRATANTES,2018-8-12,5
5,BELEZA NA WEB,1,CABELOS,2018-5-18,1
2,EUDORA,4,SOLAR,2018-2-11,19
5,BELEZA NA WEB,3,MAQUIAGEM,2018-10-16,12
2,EUDORA,4,SOLAR,2018-2-22,5
4,VULT,1,CABELOS,2018-8-11,19
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-27,7
1,BOTICÁRIO,5,HIDRATANTES,2018-9-13,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-16,8
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-25,14
5,BELEZA NA WEB,5,HIDRATANTES,2018-10-15,2
2,EUDORA,2,PERFUMARIA,2018-1-10,15
4,VULT,2,PERFUMARIA,2018-5-11,13
4,VULT,1,CABELOS,2018-1-18,4
2,EUDORA,3,MAQUIAGEM,2018-6-28,4
4,VULT,1,CABELOS,2018-2-14,20
1,BOTICÁRIO,1,CABELOS,2018-3-13,1
2,EUDORA,2,PERFUMARIA,2018-12-22,4
3,QUEM DISSE BERENICE,1,CABELOS,2018-12-4,19
5,BELEZA NA WEB,4,SOLAR,2018-1-8,11
4,VULT,3,MAQUIAGEM,2018-1-10,6
4,VULT,5,HIDRATANTES,2018-1-14,4
2,EUDORA,2,PERFUMARIA,2018-10-9,13
4,VULT,3,MAQUIAGEM,2018-1-27,2
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-2,2
1,BOTICÁRIO,5,HIDRATANTES,2018-11-5,4
4,VULT,3,MAQUIAGEM,2018-3-25,18
2,EUDORA,5,HIDRATANTES,2018-11-4,15
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-7-2,3
4,VULT,4,SOLAR,2018-3-17,10
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-5-20,16
2,EUDORA,5,HIDRATANTES,2018-10-15,7
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-15,12
4,VULT,3,MAQUIAGEM,2018-12-15,12
4,VULT,5,HIDRATANTES,2018-2-25,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-25,13
4,VULT,2,PERFUMARIA,2018-8-24,14
1,BOTICÁRIO,1,CABELOS,2018-3-30,16
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-25,9
4,VULT,3,MAQUIAGEM,2018-5-10,9
1,BOTICÁRIO,2,PERFUMARIA,2018-11-10,15
2,EUDORA,4,SOLAR,2018-3-1,10
4,VULT,5,HIDRATANTES,2018-11-17,9
1,BOTICÁRIO,1,CABELOS,2018-10-20,18
4,VULT,3,MAQUIAGEM,2018-5-10,11
5,BELEZA NA WEB,5,HIDRATANTES,2018-2-19,2
1,BOTICÁRIO,1,CABELOS,2018-7-24,19
1,BOTICÁRIO,2,PERFUMARIA,2018-11-3,20
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-11,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-12-26,1
4,VULT,4,SOLAR,2018-4-3,19
2,EUDORA,3,MAQUIAGEM,2018-4-20,20
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-26,20
5,BELEZA NA WEB,1,CABELOS,2018-12-28,12
2,EUDORA,5,HIDRATANTES,2018-5-20,8
2,EUDORA,4,SOLAR,2018-1-3,16
4,VULT,3,MAQUIAGEM,2018-9-20,5
4,VULT,1,CABELOS,2018-8-7,8
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-1-17,7
1,BOTICÁRIO,1,CABELOS,2018-7-6,13
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-11-1,11
2,EUDORA,1,CABELOS,2018-1-4,19
4,VULT,3,MAQUIAGEM,2018-12-5,11
1,BOTICÁRIO,4,SOLAR,2018-7-1,12
5,BELEZA NA WEB,2,PERFUMARIA,2018-3-24,2
5,BELEZA NA WEB,5,HIDRATANTES,2018-8-30,2
1,BOTICÁRIO,3,MAQUIAGEM,2018-12-20,19
2,EUDORA,1,CABELOS,2018-7-14,11
4,VULT,4,SOLAR,2018-10-3,11
1,BOTICÁRIO,5,HIDRATANTES,2018-9-1,14
2,EUDORA,5,HIDRATANTES,2018-9-6,5
2,EUDORA,2,PERFUMARIA,2018-2-4,13
5,BELEZA NA WEB,5,HIDRATANTES,2018-10-22,6
1,BOTICÁRIO,1,CABELOS,2018-12-12,2
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-17,5
5,BELEZA NA WEB,2,PERFUMARIA,2018-8-7,1
5,BELEZA NA WEB,2,PERFUMARIA,2018-12-11,16
5,BELEZA NA WEB,4,SOLAR,2018-8-7,14
1,BOTICÁRIO,2,PERFUMARIA,2018-4-15,3
1,BOTICÁRIO,4,SOLAR,2018-7-8,8
1,BOTICÁRIO,5,HIDRATANTES,2018-8-28,13
5,BELEZA NA WEB,1,CABELOS,2018-10-3,7
2,EUDORA,5,HIDRATANTES,2018-2-18,9
3,QUEM DISSE BERENICE,4,SOLAR,2018-7-14,20
2,EUDORA,4,SOLAR,2018-1-18,1
5,BELEZA NA WEB,2,PERFUMARIA,2018-1-13,8
1,BOTICÁRIO,2,PERFUMARIA,2018-8-15,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-8-8,14
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-25,16
4,VULT,3,MAQUIAGEM,2018-8-10,1
2,EUDORA,4,SOLAR,2018-6-15,20
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-3-26,3
4,VULT,5,HIDRATANTES,2018-11-9,16
5,BELEZA NA WEB,2,PERFUMARIA,2018-3-1,10
2,EUDORA,1,CABELOS,2018-8-20,8
5,BELEZA NA WEB,4,SOLAR,2018-3-20,12
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-7-13,2
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-27,15
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-1-23,15
2,EUDORA,3,MAQUIAGEM,2018-6-11,8
4,VULT,5,HIDRATANTES,2018-6-9,3
2,EUDORA,5,HIDRATANTES,2018-6-12,8
1,BOTICÁRIO,4,SOLAR,2018-1-29,17
4,VULT,3,MAQUIAGEM,2018-3-26,7
1,BOTICÁRIO,3,MAQUIAGEM,2018-4-1,1
2,EUDORA,2,PERFUMARIA,2018-12-23,11
4,VULT,5,HIDRATANTES,2018-5-13,7
4,VULT,1,CABELOS,2018-1-3,7
2,EUDORA,4,SOLAR,2018-10-9,16
5,BELEZA NA WEB,2,PERFUMARIA,2018-6-29,13
4,VULT,3,MAQUIAGEM,2018-1-14,5
5,BELEZA NA WEB,4,SOLAR,2018-9-28,20
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-21,8
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-12,15
2,EUDORA,2,PERFUMARIA,2018-2-12,14
5,BELEZA NA WEB,1,CABELOS,2018-12-30,12
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-11,18
2,EUDORA,2,PERFUMARIA,2018-9-22,14
2,EUDORA,4,SOLAR,2018-10-20,16
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-3,15
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-7-13,11
5,BELEZA NA WEB,1,CABELOS,2018-7-30,2
1,BOTICÁRIO,3,MAQUIAGEM,2018-1-22,6
5,BELEZA NA WEB,5,HIDRATANTES,2018-1-27,5
3,QUEM DISSE BERENICE,1,CABELOS,2018-12-1,5
2,EUDORA,2,PERFUMARIA,2018-4-30,3
1,BOTICÁRIO,5,HIDRATANTES,2018-12-1,16
5,BELEZA NA WEB,4,SOLAR,2018-6-29,5
5,BELEZA NA WEB,5,HIDRATANTES,2018-1-18,12
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-9,15
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-18,10
4,VULT,2,PERFUMARIA,2018-1-9,9
1,BOTICÁRIO,1,CABELOS,2018-7-24,15
5,BELEZA NA WEB,5,HIDRATANTES,2018-12-13,12
5,BELEZA NA WEB,4,SOLAR,2018-5-5,16
4,VULT,2,PERFUMARIA,2018-2-28,19
1,BOTICÁRIO,4,SOLAR,2018-10-13,2
3,QUEM DISSE BERENICE,4,SOLAR,2018-10-13,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-9-12,14
2,EUDORA,3,MAQUIAGEM,2018-5-7,7
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-4,18
4,VULT,2,PERFUMARIA,2018-8-7,9
4,VULT,1,CABELOS,2018-12-3,14
4,VULT,4,SOLAR,2018-12-27,2
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-12-26,20
5,BELEZA NA WEB,3,MAQUIAGEM,2018-6-17,12
1,BOTICÁRIO,1,CABELOS,2018-2-18,9
5,BELEZA NA WEB,2,PERFUMARIA,2018-3-25,3
4,VULT,4,SOLAR,2018-3-17,14
5,BELEZA NA WEB,3,MAQUIAGEM,2018-3-11,11
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-2-8,13
5,BELEZA NA WEB,2,PERFUMARIA,2018-11-13,12
2,EUDORA,4,SOLAR,2018-7-27,14
2,EUDORA,5,HIDRATANTES,2018-6-25,18
4,VULT,2,PERFUMARIA,2018-1-14,16
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-6-20,14
5,BELEZA NA WEB,3,MAQUIAGEM,2018-9-13,5
4,VULT,4,SOLAR,2018-9-22,16
5,BELEZA NA WEB,5,HIDRATANTES,2018-2-4,11
4,VULT,1,CABELOS,2018-1-26,20
4,VULT,1,CABELOS,2018-4-14,10
2,EUDORA,4,SOLAR,2018-5-22,11
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-10-18,8
1,BOTICÁRIO,2,PERFUMARIA,2018-5-11,5
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-22,18
1,BOTICÁRIO,5,HIDRATANTES,2018-10-31,13
1,BOTICÁRIO,1,CABELOS,2018-1-23,11
1,BOTICÁRIO,3,MAQUIAGEM,2018-3-18,11
5,BELEZA NA WEB,4,SOLAR,2018-5-10,12
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-8,20
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-12,11
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-25,12
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-30,16
3,QUEM DISSE BERENICE,1,CABELOS,2018-12-1,5
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-5-6,17
4,VULT,1,CABELOS,2018-4-9,10
2,EUDORA,1,CABELOS,2018-1-28,4
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-27,6
2,EUDORA,2,PERFUMARIA,2018-6-19,6
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-26,3
2,EUDORA,3,MAQUIAGEM,2018-9-15,15
1,BOTICÁRIO,4,SOLAR,2018-7-12,4
1,BOTICÁRIO,1,CABELOS,2018-1-5,12
1,BOTICÁRIO,4,SOLAR,2018-5-17,4
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-1,4
4,VULT,5,HIDRATANTES,2018-8-9,7
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-6,13
2,EUDORA,4,SOLAR,2018-12-5,9
2,EUDORA,4,SOLAR,2018-1-23,17
2,EUDORA,4,SOLAR,2018-11-1,17
2,EUDORA,5,HIDRATANTES,2018-7-16,12
5,BELEZA NA WEB,4,SOLAR,2018-3-30,5
4,VULT,4,SOLAR,2018-12-28,15
5,BELEZA NA WEB,4,SOLAR,2018-10-6,9
1,BOTICÁRIO,4,SOLAR,2018-8-2,7
2,EUDORA,1,CABELOS,2018-9-1,3
4,VULT,2,PERFUMARIA,2018-7-3,19
5,BELEZA NA WEB,1,CABELOS,2018-6-8,5
5,BELEZA NA WEB,4,SOLAR,2018-2-2,3
1,BOTICÁRIO,1,CABELOS,2018-7-1,3
2,EUDORA,3,MAQUIAGEM,2018-12-12,6
4,VULT,2,PERFUMARIA,2018-11-21,15
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-12,9
4,VULT,5,HIDRATANTES,2018-4-17,18
4,VULT,2,PERFUMARIA,2018-6-14,12
4,VULT,2,PERFUMARIA,2018-5-3,15
4,VULT,5,HIDRATANTES,2018-2-4,5
4,VULT,3,MAQUIAGEM,2018-12-1,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-12,6
2,EUDORA,4,SOLAR,2018-1-9,8
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-6-16,4
4,VULT,3,MAQUIAGEM,2018-6-8,10
2,EUDORA,4,SOLAR,2018-10-24,1
5,BELEZA NA WEB,1,CABELOS,2018-4-17,11
4,VULT,3,MAQUIAGEM,2018-1-1,20
2,EUDORA,5,HIDRATANTES,2018-12-2,20
1,BOTICÁRIO,3,MAQUIAGEM,2018-3-10,4
1,BOTICÁRIO,5,HIDRATANTES,2018-2-22,15
2,EUDORA,1,CABELOS,2018-4-16,5
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-1,11
4,VULT,5,HIDRATANTES,2018-1-1,6
5,BELEZA NA WEB,1,CABELOS,2018-12-17,13
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-2-10,16
1,BOTICÁRIO,5,HIDRATANTES,2018-6-2,13
4,VULT,2,PERFUMARIA,2018-12-7,20
5,BELEZA NA WEB,4,SOLAR,2018-10-3,17
1,BOTICÁRIO,5,HIDRATANTES,2018-9-1,11
2,EUDORA,4,SOLAR,2018-3-9,6
1,BOTICÁRIO,5,HIDRATANTES,2018-5-10,5
5,BELEZA NA WEB,4,SOLAR,2018-5-16,15
4,VULT,5,HIDRATANTES,2018-5-23,9
5,BELEZA NA WEB,1,CABELOS,2018-2-21,20
3,QUEM DISSE BERENICE,4,SOLAR,2018-4-10,5
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-8-31,15
4,VULT,4,SOLAR,2018-10-13,2
5,BELEZA NA WEB,4,SOLAR,2018-5-16,9
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-27,7
2,EUDORA,5,HIDRATANTES,2018-4-10,13
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-17,12
1,BOTICÁRIO,3,MAQUIAGEM,2018-6-7,1
5,BELEZA NA WEB,3,MAQUIAGEM,2018-1-22,20
1,BOTICÁRIO,1,CABELOS,2018-8-25,8
4,VULT,2,PERFUMARIA,2018-5-10,15
4,VULT,2,PERFUMARIA,2018-12-4,10
5,BELEZA NA WEB,5,HIDRATANTES,2018-6-23,14
2,EUDORA,3,MAQUIAGEM,2018-12-17,16
1,BOTICÁRIO,5,HIDRATANTES,2018-8-16,2
1,BOTICÁRIO,4,SOLAR,2018-3-17,17
5,BELEZA NA WEB,4,SOLAR,2018-5-24,15
3,QUEM DISSE BERENICE,1,CABELOS,2018-4-15,13
1,BOTICÁRIO,1,CABELOS,2018-6-14,7
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-19,17
2,EUDORA,4,SOLAR,2018-2-15,15
3,QUEM DISSE BERENICE,1,CABELOS,2018-10-5,15
5,BELEZA NA WEB,3,MAQUIAGEM,2018-1-6,1
4,VULT,4,SOLAR,2018-12-29,11
5,BELEZA NA WEB,1,CABELOS,2018-3-10,6
2,EUDORA,5,HIDRATANTES,2018-3-22,6
1,BOTICÁRIO,2,PERFUMARIA,2018-2-17,17
2,EUDORA,1,CABELOS,2018-6-10,12
5,BELEZA NA WEB,1,CABELOS,2018-1-3,3
4,VULT,4,SOLAR,2018-2-1,15
5,BELEZA NA WEB,3,MAQUIAGEM,2018-4-13,5
5,BELEZA NA WEB,5,HIDRATANTES,2018-4-9,5
1,BOTICÁRIO,2,PERFUMARIA,2018-3-5,8
2,EUDORA,3,MAQUIAGEM,2018-3-29,17
2,EUDORA,3,MAQUIAGEM,2018-4-22,13
4,VULT,3,MAQUIAGEM,2018-8-29,6
5,BELEZA NA WEB,2,PERFUMARIA,2018-9-1,8
3,QUEM DISSE BERENICE,1,CABELOS,2018-2-24,1
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-19,1
1,BOTICÁRIO,2,PERFUMARIA,2018-2-5,18
3,QUEM DISSE BERENICE,4,SOLAR,2018-7-2,3
5,BELEZA NA WEB,4,SOLAR,2018-1-12,17
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-6-5,20
4,VULT,2,PERFUMARIA,2018-10-27,4
2,EUDORA,2,PERFUMARIA,2018-12-5,7
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-20,16
1,BOTICÁRIO,1,CABELOS,2018-3-30,14
4,VULT,3,MAQUIAGEM,2018-1-22,11
3,QUEM DISSE BERENICE,4,SOLAR,2018-7-3,16
1,BOTICÁRIO,3,MAQUIAGEM,2018-4-10,3
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-1-12,15
2,EUDORA,4,SOLAR,2018-5-26,6
4,VULT,1,CABELOS,2018-6-9,8
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-1-6,19
1,BOTICÁRIO,4,SOLAR,2018-10-20,16
4,VULT,2,PERFUMARIA,2018-9-16,17
1,BOTICÁRIO,4,SOLAR,2018-3-2,3
2,EUDORA,1,CABELOS,2018-9-29,12
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-9-9,19
5,BELEZA NA WEB,2,PERFUMARIA,2018-12-31,12
5,BELEZA NA WEB,5,HIDRATANTES,2018-6-23,1
2,EUDORA,2,PERFUMARIA,2018-3-9,19
4,VULT,5,HIDRATANTES,2018-7-9,12
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-15,6
5,BELEZA NA WEB,3,MAQUIAGEM,2018-9-10,7
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-30,5
2,EUDORA,5,HIDRATANTES,2018-4-30,6
1,BOTICÁRIO,1,CABELOS,2018-6-7,16
5,BELEZA NA WEB,4,SOLAR,2018-5-15,11
4,VULT,1,CABELOS,2018-10-26,14
4,VULT,2,PERFUMARIA,2018-12-10,16
4,VULT,5,HIDRATANTES,2018-7-30,18
1,BOTICÁRIO,1,CABELOS,2018-12-19,17
1,BOTICÁRIO,2,PERFUMARIA,2018-10-17,16
1,BOTICÁRIO,5,HIDRATANTES,2018-10-14,16
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-8-12,8
4,VULT,1,CABELOS,2018-8-14,10
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-4,3
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-8-14,8
2,EUDORA,5,HIDRATANTES,2018-12-13,6
2,EUDORA,1,CABELOS,2018-1-23,10
5,BELEZA NA WEB,4,SOLAR,2018-3-11,3
4,VULT,3,MAQUIAGEM,2018-5-16,17
4,VULT,5,HIDRATANTES,2018-2-19,9
4,VULT,2,PERFUMARIA,2018-12-24,5
4,VULT,3,MAQUIAGEM,2018-6-21,12
1,BOTICÁRIO,3,MAQUIAGEM,2018-1-11,14
5,BELEZA NA WEB,2,PERFUMARIA,2018-4-19,7
4,VULT,1,CABELOS,2018-8-20,3
1,BOTICÁRIO,1,CABELOS,2018-6-21,8
4,VULT,4,SOLAR,2018-3-20,8
1,BOTICÁRIO,1,CABELOS,2018-1-22,9
1,BOTICÁRIO,4,SOLAR,2018-11-8,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-8,12
2,EUDORA,3,MAQUIAGEM,2018-1-20,3
5,BELEZA NA WEB,2,PERFUMARIA,2018-3-22,3
4,VULT,5,HIDRATANTES,2018-2-26,16
1,BOTICÁRIO,5,HIDRATANTES,2018-3-11,10
1,BOTICÁRIO,2,PERFUMARIA,2018-8-23,5
2,EUDORA,3,MAQUIAGEM,2018-2-8,3
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-8-22,19
5,BELEZA NA WEB,2,PERFUMARIA,2018-4-8,15
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-7-11,12
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-16,20
1,BOTICÁRIO,4,SOLAR,2018-2-17,18
2,EUDORA,4,SOLAR,2018-7-26,10
1,BOTICÁRIO,5,HIDRATANTES,2018-5-5,1
4,VULT,5,HIDRATANTES,2018-9-30,6
2,EUDORA,5,HIDRATANTES,2018-10-26,4
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-10-2,6
5,BELEZA NA WEB,1,CABELOS,2018-11-28,14
1,BOTICÁRIO,2,PERFUMARIA,2018-1-3,15
4,VULT,4,SOLAR,2018-12-11,2
1,BOTICÁRIO,5,HIDRATANTES,2018-10-1,8
2,EUDORA,4,SOLAR,2018-12-23,12
4,VULT,2,PERFUMARIA,2018-7-10,19
1,BOTICÁRIO,4,SOLAR,2018-8-11,17
1,BOTICÁRIO,5,HIDRATANTES,2018-7-20,15
4,VULT,1,CABELOS,2018-8-21,14
2,EUDORA,2,PERFUMARIA,2018-8-18,18
2,EUDORA,4,SOLAR,2018-11-17,19
3,QUEM DISSE BERENICE,4,SOLAR,2018-7-27,15
5,BELEZA NA WEB,2,PERFUMARIA,2018-3-1,15
2,EUDORA,3,MAQUIAGEM,2018-3-13,10
3,QUEM DISSE BERENICE,4,SOLAR,2018-12-14,18
5,BELEZA NA WEB,1,CABELOS,2018-5-8,12
4,VULT,3,MAQUIAGEM,2018-4-3,4
4,VULT,5,HIDRATANTES,2018-1-4,10
3,QUEM DISSE BERENICE,1,CABELOS,2018-1-2,20
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-23,5
4,VULT,4,SOLAR,2018-12-1,10
1,BOTICÁRIO,5,HIDRATANTES,2018-7-31,7
1,BOTICÁRIO,5,HIDRATANTES,2018-11-19,13
2,EUDORA,5,HIDRATANTES,2018-4-22,3
5,BELEZA NA WEB,3,MAQUIAGEM,2018-4-20,7
4,VULT,2,PERFUMARIA,2018-11-21,14
1,BOTICÁRIO,5,HIDRATANTES,2018-3-14,13
4,VULT,1,CABELOS,2018-6-24,13
2,EUDORA,5,HIDRATANTES,2018-8-31,4
1,BOTICÁRIO,2,PERFUMARIA,2018-12-9,4
5,BELEZA NA WEB,3,MAQUIAGEM,2018-1-7,13
1,BOTICÁRIO,2,PERFUMARIA,2018-11-20,9
4,VULT,3,MAQUIAGEM,2018-6-2,15
2,EUDORA,5,HIDRATANTES,2018-10-19,7
1,BOTICÁRIO,4,SOLAR,2018-12-7,8
4,VULT,1,CABELOS,2018-4-17,20
4,VULT,1,CABELOS,2018-5-17,13
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-26,2
1,BOTICÁRIO,4,SOLAR,2018-9-1,15
5,BELEZA NA WEB,1,CABELOS,2018-1-21,10
1,BOTICÁRIO,3,MAQUIAGEM,2018-9-25,14
2,EUDORA,1,CABELOS,2018-8-13,15
4,VULT,1,CABELOS,2018-10-8,16
5,BELEZA NA WEB,1,CABELOS,2018-10-9,9
4,VULT,4,SOLAR,2018-2-27,13
2,EUDORA,2,PERFUMARIA,2018-10-3,6
2,EUDORA,3,MAQUIAGEM,2018-8-5,16
2,EUDORA,2,PERFUMARIA,2018-5-16,4
2,EUDORA,3,MAQUIAGEM,2018-3-27,4
3,QUEM DISSE BERENICE,1,CABELOS,2018-10-13,3
1,BOTICÁRIO,5,HIDRATANTES,2018-7-28,16
1,BOTICÁRIO,4,SOLAR,2018-3-2,4
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-12-25,7
4,VULT,2,PERFUMARIA,2018-2-21,4
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-11-19,4
5,BELEZA NA WEB,2,PERFUMARIA,2018-1-8,8
4,VULT,4,SOLAR,2018-9-16,11
4,VULT,2,PERFUMARIA,2018-8-12,2
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-11,14
5,BELEZA NA WEB,1,CABELOS,2018-10-26,6
4,VULT,5,HIDRATANTES,2018-10-14,19
1,BOTICÁRIO,5,HIDRATANTES,2018-10-2,4
1,BOTICÁRIO,4,SOLAR,2018-7-18,18
1,BOTICÁRIO,2,PERFUMARIA,2018-7-12,2
1,BOTICÁRIO,4,SOLAR,2018-11-4,15
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-10-13,15
4,VULT,4,SOLAR,2018-12-12,18
5,BELEZA NA WEB,5,HIDRATANTES,2018-5-13,3
2,EUDORA,3,MAQUIAGEM,2018-10-16,7
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-8-16,20
4,VULT,4,SOLAR,2018-1-4,16
1,BOTICÁRIO,1,CABELOS,2018-1-27,5
3,QUEM DISSE BERENICE,1,CABELOS,2018-8-7,3
4,VULT,5,HIDRATANTES,2018-11-5,12
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-1-2,4
2,EUDORA,3,MAQUIAGEM,2018-9-22,5
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-12-31,8
4,VULT,1,CABELOS,2018-10-17,5
2,EUDORA,5,HIDRATANTES,2018-1-8,6
1,BOTICÁRIO,4,SOLAR,2018-6-21,14
2,EUDORA,2,PERFUMARIA,2018-1-30,2
1,BOTICÁRIO,5,HIDRATANTES,2018-1-27,4
4,VULT,3,MAQUIAGEM,2018-8-3,7
1,BOTICÁRIO,2,PERFUMARIA,2018-8-25,3
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-7-9,7
1,BOTICÁRIO,5,HIDRATANTES,2018-9-12,1
2,EUDORA,4,SOLAR,2018-9-20,6
4,VULT,2,PERFUMARIA,2018-1-25,18
4,VULT,5,HIDRATANTES,2018-12-31,12
2,EUDORA,2,PERFUMARIA,2018-12-12,14
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-11-16,13
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-12,10
1,BOTICÁRIO,5,HIDRATANTES,2018-8-14,18
2,EUDORA,4,SOLAR,2018-4-10,4
1,BOTICÁRIO,1,CABELOS,2018-3-25,20
2,EUDORA,2,PERFUMARIA,2018-2-3,7
4,VULT,5,HIDRATANTES,2018-3-14,18
4,VULT,5,HIDRATANTES,2018-3-2,14
2,EUDORA,3,MAQUIAGEM,2018-12-27,17
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-10-13,2
4,VULT,3,MAQUIAGEM,2018-5-15,11
2,EUDORA,3,MAQUIAGEM,2018-7-26,5
3,QUEM DISSE BERENICE,1,CABELOS,2018-12-8,1
1,BOTICÁRIO,1,CABELOS,2018-6-14,17
5,BELEZA NA WEB,2,PERFUMARIA,2018-6-16,5
2,EUDORA,4,SOLAR,2018-10-19,5
5,BELEZA NA WEB,5,HIDRATANTES,2018-2-21,5
5,BELEZA NA WEB,1,CABELOS,2018-5-2,9
1,BOTICÁRIO,5,HIDRATANTES,2018-8-19,17
4,VULT,1,CABELOS,2018-6-2,8
5,BELEZA NA WEB,4,SOLAR,2018-3-8,18
1,BOTICÁRIO,1,CABELOS,2018-6-15,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-6-25,4
5,BELEZA NA WEB,4,SOLAR,2018-5-15,8
2,EUDORA,2,PERFUMARIA,2018-2-4,3
5,BELEZA NA WEB,5,HIDRATANTES,2018-6-22,18
5,BELEZA NA WEB,3,MAQUIAGEM,2018-6-14,6
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-18,4
4,VULT,3,MAQUIAGEM,2018-7-30,19
3,QUEM DISSE BERENICE,1,CABELOS,2018-9-24,5
